timeline,KM_estimate,Arm,Origin,Event
0.0,4.55819954976628e-05,Evolocumab,Observed data (FOURIER),MALE
0.01,0.0003026087039698,Evolocumab,Observed data (FOURIER),MALE
0.02,0.0003102695258284,Evolocumab,Observed data (FOURIER),MALE
0.03,0.0004996050543907,Evolocumab,Observed data (FOURIER),MALE
0.04,0.0005013751937042,Evolocumab,Observed data (FOURIER),MALE
0.05,0.0005014019218342,Evolocumab,Observed data (FOURIER),MALE
0.06,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.07,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.08,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.09,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.1,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.11,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.12,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.13,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.14,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.15,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.16,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.17,0.0005014019523851,Evolocumab,Observed data (FOURIER),MALE
0.18,0.0005014103671341,Evolocumab,Observed data (FOURIER),MALE
0.19,0.0005059971474446,Evolocumab,Observed data (FOURIER),MALE
0.2,0.0007534837579497,Evolocumab,Observed data (FOURIER),MALE
0.21,0.0007745847093795,Evolocumab,Observed data (FOURIER),MALE
0.22,0.0010247610906471,Evolocumab,Observed data (FOURIER),MALE
0.23,0.0010255956589496,Evolocumab,Observed data (FOURIER),MALE
0.24,0.0010255956589496,Evolocumab,Observed data (FOURIER),MALE
0.25,0.0010255956589496,Evolocumab,Observed data (FOURIER),MALE
0.26,0.0010282992425532,Evolocumab,Observed data (FOURIER),MALE
0.27,0.0013080984390816,Evolocumab,Observed data (FOURIER),MALE
0.28,0.00132179138397,Evolocumab,Observed data (FOURIER),MALE
0.29,0.0015676488822013,Evolocumab,Observed data (FOURIER),MALE
0.3,0.0015725768515954,Evolocumab,Observed data (FOURIER),MALE
0.31,0.00158339621769,Evolocumab,Observed data (FOURIER),MALE
0.32,0.0018465612913196,Evolocumab,Observed data (FOURIER),MALE
0.33,0.002035358586361,Evolocumab,Observed data (FOURIER),MALE
