timeline,KM_estimate,Arm,Origin,Event
2.47999999999999,0.0902483347742824,Placebo,Observed data (FOURIER),MACE
2.48999999999999,0.0905710340320583,Placebo,Observed data (FOURIER),MACE
2.49999999999999,0.0912232849556217,Placebo,Observed data (FOURIER),MACE
2.50999999999999,0.0920481718746312,Placebo,Observed data (FOURIER),MACE
2.51999999999999,0.0920847494276174,Placebo,Observed data (FOURIER),MACE
2.52999999999999,0.0920849752938253,Placebo,Observed data (FOURIER),MACE
2.53999999999999,0.0920850084441645,Placebo,Observed data (FOURIER),MACE
2.54999999999999,0.0920850084441645,Placebo,Observed data (FOURIER),MACE
2.55999999999999,0.0922755313436627,Placebo,Observed data (FOURIER),MACE
2.56999999999999,0.0922759879806925,Placebo,Observed data (FOURIER),MACE
2.57999999999999,0.0922760165731153,Placebo,Observed data (FOURIER),MACE
2.58999999999999,0.0922760165731153,Placebo,Observed data (FOURIER),MACE
2.59999999999999,0.0922760165731153,Placebo,Observed data (FOURIER),MACE
2.60999999999999,0.0922760165731153,Placebo,Observed data (FOURIER),MACE
2.61999999999999,0.0922764067754398,Placebo,Observed data (FOURIER),MACE
2.62999999999999,0.0922844967286074,Placebo,Observed data (FOURIER),MACE
2.63999999999999,0.0925495578307035,Placebo,Observed data (FOURIER),MACE
2.64999999999999,0.093405129607669,Placebo,Observed data (FOURIER),MACE
2.65999999999999,0.0949794991611651,Placebo,Observed data (FOURIER),MACE
2.66999999999999,0.0964283130907851,Placebo,Observed data (FOURIER),MACE
2.67999999999999,0.096670950842462,Placebo,Observed data (FOURIER),MACE
2.68999999999999,0.096670950842462,Placebo,Observed data (FOURIER),MACE
2.69999999999999,0.0968766817961495,Placebo,Observed data (FOURIER),MACE
2.70999999999999,0.0968766817961495,Placebo,Observed data (FOURIER),MACE
2.71999999999999,0.0968766817961495,Placebo,Observed data (FOURIER),MACE
2.72999999999999,0.0968766817961495,Placebo,Observed data (FOURIER),MACE
2.73999999999999,0.0970524602092111,Placebo,Observed data (FOURIER),MACE
2.74999999999999,0.0977186862287777,Placebo,Observed data (FOURIER),MACE
